CPUID:,0x600F20
Processor:,AMD FX-8320 Eight-Core (Vishera) 
Platform:,Socket AM3+ (942 pin)
Revision:,OR-C0
Lithography:,32nm

Session start:,12:57:07 - November 13 - 2021

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),Core 6 Temp. (°),Core 7 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 6,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 7,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
15:54:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,36,3141.76,,11,38,60,3141.76,,11,38,3,3141.76,,11,38,8,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:55:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,41,3141.76,,11,38,32,3141.76,,11,38,35,3141.76,,11,38,12,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:55:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,55,3141.76,,11,38,27,3141.76,,11,38,4,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,2,3141.76,
15:55:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,39,3141.76,,11,38,19,3141.76,,11,38,33,3141.76,,11,38,25,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
15:55:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,36,3141.76,,11,38,28,3141.76,,11,38,42,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:55:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,52,3141.76,,11,38,27,3141.76,,11,38,29,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:55:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,33,3141.76,,11,38,30,3141.76,,11,38,17,3141.76,,11,38,15,3141.76,,11,38,3,3141.76,,11,38,7,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,32,3141.76,,11,38,23,3141.76,,11,38,40,3141.76,,11,38,15,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,41,3141.76,,11,38,20,3141.76,,11,38,37,3141.76,,11,38,8,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,58,3141.76,,11,38,26,3141.76,,11,38,21,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,30,3141.76,,11,38,48,3141.76,,11,38,7,3141.76,,11,38,31,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,52,3141.76,,11,38,33,3141.76,,11,38,0,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:56:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,16,3141.76,,11,38,20,3141.76,,11,38,19,3141.76,,11,38,63,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:57:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,21,3141.76,,11,38,56,3141.76,,11,38,35,3141.76,,11,38,9,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
15:57:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,41,3141.76,,11,38,56,3141.76,,11,38,8,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:57:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,36,3141.76,,11,38,48,3141.76,,11,38,3,3141.76,,11,38,22,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:57:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,29,3141.76,,11,38,34,3141.76,,11,38,32,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:57:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,33,3141.76,,11,38,64,3141.76,,11,38,8,3141.76,,11,38,7,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:57:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,34,3141.76,,11,38,26,3141.76,,11,38,44,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:58:03 11/13/21,25,25,25,25,25,25,25,25,,,11,38,53,3141.76,,11,38,44,3141.76,,11,38,4,3141.76,,11,38,10,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
15:58:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,39,3141.76,,11,38,25,3141.76,,11,38,18,3141.76,,11,38,32,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:58:23 11/13/21,25,25,25,25,25,25,25,25,,,11,38,28,3141.76,,11,38,74,3141.76,,11,38,11,3141.76,,11,38,2,3141.76,,11,38,3,3141.76,,11,38,5,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:58:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,13,3141.76,,11,38,16,3141.76,,11,38,61,3141.76,,11,38,27,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:58:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,23,3141.76,,11,38,48,3141.76,,11,38,2,3141.76,,11,38,42,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:58:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,48,3141.76,,11,38,53,3141.76,,11,38,10,3141.76,,11,38,8,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:59:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,48,3141.76,,11,38,31,3141.76,,11,38,18,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:59:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,42,3141.76,,11,38,29,3141.76,,11,38,24,3141.76,,11,38,17,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:59:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,26,3141.76,,11,38,25,3141.76,,11,38,30,3141.76,,11,38,28,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:59:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,33,3141.76,,11,38,31,3141.76,,11,38,44,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
15:59:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,45,3141.76,,11,38,35,3141.76,,11,38,31,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,
15:59:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,20,3141.76,,11,38,40,3141.76,,11,38,34,3141.76,,11,38,25,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:00:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,30,3141.76,,11,38,36,3141.76,,11,38,50,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:00:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,36,3141.76,,11,38,39,3141.76,,11,38,32,3141.76,,11,38,10,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:00:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,47,3141.76,,11,38,15,3141.76,,11,38,19,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,
16:00:33 11/13/21,25,25,24,24,24,24,24,24,,,11,38,28,3141.76,,11,38,57,3141.76,,11,38,23,3141.76,,11,38,13,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:00:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,50,3141.76,,11,38,42,3141.76,,11,38,13,3141.76,,11,38,14,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:00:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,40,3141.76,,11,38,50,3141.76,,11,38,12,3141.76,,11,38,10,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:01:03 11/13/21,25,25,25,25,25,25,25,25,,,11,38,26,3141.76,,11,38,49,3141.76,,11,38,19,3141.76,,11,38,14,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:01:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,50,3141.76,,11,38,44,3141.76,,11,38,2,3141.76,,11,38,10,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:01:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,39,3141.76,,11,38,22,3141.76,,11,38,27,3141.76,,11,38,36,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:01:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,39,3141.76,,11,38,28,3141.76,,11,38,24,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:01:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,47,3141.76,,11,38,30,3141.76,,11,38,21,3141.76,,11,38,20,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:01:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,38,3141.76,,11,38,52,3141.76,,11,38,16,3141.76,,11,38,8,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,34,3141.76,,11,38,43,3141.76,,11,38,24,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,23,3141.76,,11,38,36,3141.76,,11,38,22,3141.76,,11,38,28,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,42,3141.76,,11,38,18,3141.76,,11,38,24,3141.76,,11,38,32,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,42,3141.76,,11,38,36,3141.76,,11,38,3,3141.76,,11,38,28,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,42,3141.76,,11,38,66,3141.76,,11,38,1,3141.76,,11,38,4,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:02:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,21,3141.76,,11,38,33,3141.76,,11,38,44,3141.76,,11,38,17,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:03:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,38,3141.76,,11,38,28,3141.76,,11,38,41,3141.76,,11,38,7,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:03:13 11/13/21,25,25,24,24,24,24,24,24,,,11,38,50,3141.76,,11,38,44,3141.76,,11,38,14,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:03:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,23,3141.76,,11,38,37,3141.76,,11,38,21,3141.76,,11,38,38,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:03:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,47,3141.76,,11,38,34,3141.76,,11,38,18,3141.76,,11,38,15,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:03:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,34,3141.76,,11,38,40,3141.76,,11,38,32,3141.76,,11,38,6,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:03:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,42,3141.76,,11,38,35,3141.76,,11,38,36,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:04:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,28,3141.76,,11,38,34,3141.76,,11,38,29,3141.76,,11,38,29,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:04:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,43,3141.76,,11,38,26,3141.76,,11,38,7,3141.76,,11,38,40,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,
16:04:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,39,3141.76,,11,38,33,3141.76,,11,38,36,3141.76,,11,38,11,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:04:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,28,3141.76,,11,38,27,3141.76,,11,38,36,3141.76,,11,38,23,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:04:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,48,3141.76,,11,38,39,3141.76,,11,38,8,3141.76,,11,38,11,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:04:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,22,3141.76,,11,38,33,3141.76,,11,38,27,3141.76,,11,38,36,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,17,3141.76,,11,38,31,3141.76,,11,38,13,3141.76,,11,38,45,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:13 11/13/21,25,25,25,25,25,25,25,25,,,11,38,37,3141.76,,11,38,47,3141.76,,11,38,23,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,26,3141.76,,11,38,43,3141.76,,11,38,4,3141.76,,11,38,35,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,32,3141.76,,11,38,20,3141.76,,11,38,32,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,42,3141.76,,11,38,40,3141.76,,11,38,1,3141.76,,11,38,27,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:05:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,41,3141.76,,11,38,32,3141.76,,11,38,13,3141.76,,11,38,31,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:03 11/13/21,25,25,24,24,24,24,24,24,,,11,38,42,3141.76,,11,38,36,3141.76,,11,38,30,3141.76,,11,38,6,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,38,3141.76,,11,38,56,3141.76,,11,38,4,3141.76,,11,38,11,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:23 11/13/21,25,25,25,25,25,25,25,25,,,11,38,25,3141.76,,11,38,49,3141.76,,11,38,27,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,11,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:33 11/13/21,27,27,27,27,27,27,27,27,,,11,38,27,3141.76,,11,38,56,3141.76,,11,38,46,3141.76,,11,38,67,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,48,3141.76,,11,38,54,3141.76,,11,38,9,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:06:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,40,3141.76,,11,38,32,3141.76,,11,38,1,3141.76,,11,38,39,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,38,3141.76,,11,38,32,3141.76,,11,38,14,3141.76,,11,38,27,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,50,3141.76,,11,38,27,3141.76,,11,38,24,3141.76,,11,38,13,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:23 11/13/21,25,25,25,25,25,25,25,25,,,11,38,39,3141.76,,11,38,59,3141.76,,11,38,6,3141.76,,11,38,13,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:33 11/13/21,24,24,24,24,24,24,24,24,,,11,38,37,3141.76,,11,38,34,3141.76,,11,38,28,3141.76,,11,38,13,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,42,3141.76,,11,38,49,3141.76,,11,38,6,3141.76,,11,38,28,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:07:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,20,3141.76,,11,38,31,3141.76,,11,38,19,3141.76,,11,38,41,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:08:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,47,3141.76,,11,38,24,3141.76,,11,38,35,3141.76,,11,38,5,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:08:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,45,3141.76,,11,38,47,3141.76,,11,38,1,3141.76,,11,38,18,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,2,3141.76,
16:08:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,25,3141.76,,11,38,45,3141.76,,11,38,26,3141.76,,11,38,15,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:08:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,49,3141.76,,11,38,24,3141.76,,11,38,15,3141.76,,11,38,26,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:08:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,18,3141.76,,11,38,81,3141.76,,11,38,6,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:08:53 11/13/21,25,25,25,25,25,25,25,25,,,11,38,25,3141.76,,11,38,66,3141.76,,11,38,11,3141.76,,11,38,7,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:09:03 11/13/21,25,25,25,25,25,25,25,25,,,11,38,44,3141.76,,11,38,24,3141.76,,11,38,45,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:09:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,23,3141.76,,11,38,62,3141.76,,11,38,19,3141.76,,11,38,8,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:09:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,28,3141.76,,11,38,24,3141.76,,11,38,40,3141.76,,11,38,16,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:09:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,38,3141.76,,11,38,56,3141.76,,11,38,4,3141.76,,11,38,8,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:09:43 11/13/21,24,24,24,24,24,24,24,24,,,11,38,64,3141.76,,11,38,37,3141.76,,11,38,2,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,
16:09:53 11/13/21,24,24,24,24,24,24,24,24,,,11,38,35,3141.76,,11,38,22,3141.76,,11,38,2,3141.76,,11,38,50,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:10:03 11/13/21,24,24,24,24,24,24,24,24,,,11,38,42,3141.76,,11,38,36,3141.76,,11,38,20,3141.76,,11,38,15,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:10:13 11/13/21,24,24,24,24,24,24,24,24,,,11,38,34,3141.76,,11,38,38,3141.76,,11,38,23,3141.76,,11,38,13,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,,11,38,0,3141.76,
16:10:23 11/13/21,24,24,24,24,24,24,24,24,,,11,38,26,3141.76,,11,38,26,3141.76,,11,38,40,3141.76,,11,38,19,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:10:33 11/13/21,26,25,25,25,25,25,25,25,,,11,38,45,3141.76,,11,38,38,3141.76,,11,38,15,3141.76,,11,38,5,3141.76,,11,38,20,3141.76,,11,38,37,3141.76,,11,38,10,3141.76,,11,38,8,3141.76,
16:10:43 11/13/21,25,25,25,25,25,25,25,25,,,11,38,66,3141.76,,11,38,31,3141.76,,11,38,5,3141.76,,11,38,7,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,,11,38,1,3141.76,
16:10:53 11/13/21,26,26,26,26,26,26,26,26,,,11,38,33,3141.76,,11,38,62,3141.76,,11,38,29,3141.76,,11,38,27,3141.76,,11,38,3,3141.76,,11,38,3,3141.76,,11,38,0,3141.76,,11,38,2,3141.76,
16:11:03 11/13/21,27,27,27,27,27,27,27,27,,,11,38,44,3141.76,,11,38,42,3141.76,,11,38,42,3141.76,,11,38,40,3141.76,,11,38,39,3141.76,,11,38,33,3141.76,,11,38,12,3141.76,,11,38,7,3141.76,
16:11:13 11/13/21,27,27,27,27,27,27,27,27,,,11,38,28,3141.76,,11,38,34,3141.76,,11,38,55,3141.76,,11,38,26,3141.76,,11,38,47,3141.76,,11,38,44,3141.76,,11,38,12,3141.76,,11,38,15,3141.76,
16:11:23 11/13/21,30,30,30,30,30,30,30,30,,,11,38,45,3141.76,,11,38,26,3141.76,,11,38,37,3141.76,,11,38,28,3141.76,,11,38,22,3141.76,,11,38,47,3141.76,,11,38,22,3141.76,,11,38,21,3141.76,
16:11:33 11/13/21,29,29,29,29,29,29,29,29,,,11,38,44,3141.76,,11,38,17,3141.76,,11,38,44,3141.76,,11,38,29,3141.76,,11,38,38,3141.76,,11,38,46,3141.76,,11,38,25,3141.76,,11,38,14,3141.76,
16:11:43 11/13/21,32,31,31,32,32,32,32,32,,,11,38,53,3141.76,,11,38,53,3141.76,,11,38,47,3141.76,,11,38,57,3141.76,,11,38,46,3141.76,,11,38,40,3141.76,,11,38,32,3141.76,,11,38,34,3141.76,
16:11:53 11/13/21,27,27,27,27,27,27,27,27,,,11,38,34,3141.76,,11,38,17,3141.76,,11,38,33,3141.76,,11,38,24,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:12:03 11/13/21,27,27,27,27,27,27,27,27,,,11,38,44,3141.76,,11,38,36,3141.76,,11,38,18,3141.76,,11,38,13,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:12:13 11/13/21,26,26,26,26,26,26,26,26,,,11,38,52,3141.76,,11,38,21,3141.76,,11,38,36,3141.76,,11,38,2,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,1,3141.76,
16:12:23 11/13/21,26,26,26,26,26,26,26,26,,,11,38,44,3141.76,,11,38,33,3141.76,,11,38,22,3141.76,,11,38,11,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
16:12:33 11/13/21,25,25,25,25,25,25,25,25,,,11,38,44,3141.76,,11,38,48,3141.76,,11,38,8,3141.76,,11,38,10,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,,11,38,0,3141.76,
