CPUID:,0x600F20
Processor:,AMD FX-8320 Eight-Core (Vishera) 
Platform:,Socket AM3+ (942 pin)
Revision:,OR-C0
Lithography:,32nm

Session start:,12:57:07 - November 13 - 2021

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),Core 6 Temp. (°),Core 7 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 6,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 7,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),
21:25:44 11/13/21,29,29,29,29,29,29,29,29,,,11,39,38,3141.76,,11,39,30,3141.76,,11,39,44,3141.76,,11,39,47,3141.76,,11,39,33,3141.76,,11,39,32,3141.76,,11,39,20,3141.76,,11,39,17,3141.76,
21:25:54 11/13/21,29,29,29,29,29,29,29,29,,,11,39,37,3141.76,,11,39,36,3141.76,,11,39,33,3141.76,,11,39,32,3141.76,,11,39,37,3141.76,,11,39,30,3141.76,,11,39,13,3141.76,,11,39,25,3141.76,
21:26:04 11/13/21,28,28,28,28,28,28,28,28,,,11,39,32,3141.76,,11,39,25,3141.76,,11,39,21,3141.76,,11,39,18,3141.76,,11,39,28,3141.76,,11,39,39,3141.76,,11,39,14,3141.76,,11,39,14,3141.76,
21:26:14 11/13/21,28,28,28,28,28,28,28,28,,,11,39,46,3141.76,,11,39,16,3141.76,,11,39,17,3141.76,,11,39,37,3141.76,,11,39,24,3141.76,,11,39,29,3141.76,,11,39,27,3141.76,,11,39,10,3141.76,
21:26:24 11/13/21,29,29,29,29,29,29,29,29,,,11,39,49,3141.76,,11,39,24,3141.76,,11,39,38,3141.76,,11,39,34,3141.76,,11,39,38,3141.76,,11,39,33,3141.76,,11,39,8,3141.76,,11,39,11,3141.76,
21:26:34 11/13/21,28,28,28,28,28,28,28,28,,,11,39,27,3141.76,,11,39,29,3141.76,,11,39,30,3141.76,,11,39,27,3141.76,,11,39,51,3141.76,,11,39,23,3141.76,,11,39,5,3141.76,,11,39,5,3141.76,
21:26:44 11/13/21,29,29,29,29,29,29,29,29,,,11,39,33,3141.76,,11,39,31,3141.76,,11,39,40,3141.76,,11,39,15,3141.76,,11,39,40,3141.76,,11,39,24,3141.76,,11,39,30,3141.76,,11,39,38,3141.76,
21:26:54 11/13/21,29,28,28,29,29,29,29,29,,,11,39,34,3141.76,,11,39,52,3141.76,,11,39,41,3141.76,,11,39,33,3141.76,,11,39,25,3141.76,,11,39,17,3141.76,,11,39,3,3141.76,,11,39,8,3141.76,
21:27:04 11/13/21,29,29,29,29,29,29,29,29,,,11,39,22,3141.76,,11,39,34,3141.76,,11,39,30,3141.76,,11,39,30,3141.76,,11,39,41,3141.76,,11,39,34,3141.76,,11,39,9,3141.76,,11,39,14,3141.76,
21:27:14 11/13/21,28,28,28,28,28,28,28,28,,,11,39,27,3141.76,,11,39,24,3141.76,,11,39,33,3141.76,,11,39,29,3141.76,,11,39,30,3141.76,,11,39,30,3141.76,,11,39,22,3141.76,,11,39,15,3141.76,
21:27:24 11/13/21,29,29,29,29,29,29,29,29,,,11,39,35,3141.76,,11,39,40,3141.76,,11,39,43,3141.76,,11,39,28,3141.76,,11,39,27,3141.76,,11,39,34,3141.76,,11,39,22,3141.76,,11,39,14,3141.76,
21:27:34 11/13/21,28,28,28,28,28,28,28,28,,,11,39,34,3141.76,,11,39,27,3141.76,,11,39,28,3141.76,,11,39,30,3141.76,,11,39,44,3141.76,,11,39,29,3141.76,,11,39,20,3141.76,,11,39,17,3141.76,
21:27:44 11/13/21,29,29,29,29,29,29,29,29,,,11,39,33,3141.76,,11,39,44,3141.76,,11,39,35,3141.76,,11,39,30,3141.76,,11,39,25,3141.76,,11,39,38,3141.76,,11,39,21,3141.76,,11,39,20,3141.76,
21:27:54 11/13/21,28,28,28,28,28,28,28,28,,,11,39,37,3141.76,,11,39,34,3141.76,,11,39,32,3141.76,,11,39,26,3141.76,,11,39,27,3141.76,,11,39,28,3141.76,,11,39,6,3141.76,,11,39,22,3141.76,
21:28:04 11/13/21,29,29,29,29,29,29,29,29,,,11,39,33,3141.76,,11,39,42,3141.76,,11,39,31,3141.76,,11,39,22,3141.76,,11,39,38,3141.76,,11,39,31,3141.76,,11,39,15,3141.76,,11,39,16,3141.76,
21:28:14 11/13/21,28,28,28,28,28,28,28,28,,,11,39,31,3141.76,,11,39,17,3141.76,,11,39,28,3141.76,,11,39,23,3141.76,,11,39,14,3141.76,,11,39,22,3141.76,,11,39,19,3141.76,,11,39,21,3141.76,
21:28:24 11/13/21,29,28,29,29,29,29,29,29,,,11,39,36,3141.76,,11,39,25,3141.76,,11,39,34,3141.76,,11,39,40,3141.76,,11,39,26,3141.76,,11,39,24,3141.76,,11,39,6,3141.76,,11,39,9,3141.76,
21:28:34 11/13/21,28,28,28,28,28,28,28,28,,,11,39,43,3141.76,,11,39,24,3141.76,,11,39,24,3141.76,,11,39,29,3141.76,,11,39,27,3141.76,,11,39,33,3141.76,,11,39,19,3141.76,,11,39,9,3141.76,
21:28:44 11/13/21,28,28,28,28,28,28,28,28,,,11,39,36,3141.76,,11,39,26,3141.76,,11,39,51,3141.76,,11,39,37,3141.76,,11,39,39,3141.76,,11,39,36,3141.76,,11,39,31,3141.76,,11,39,22,3141.76,
21:28:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,75,3141.76,,11,39,70,3141.76,,11,39,66,3141.76,,11,39,72,3141.76,,11,39,73,3141.76,,11,39,62,3141.76,,11,39,61,3141.76,,11,39,76,3141.76,
21:29:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,49,3141.76,,11,39,42,3141.76,,11,39,53,3141.76,,11,39,39,3141.76,,11,39,47,3141.76,,11,39,42,3141.76,,11,39,7,3141.76,,11,39,11,3141.76,
21:29:14 11/13/21,30,30,30,30,30,30,30,30,,,11,39,56,3141.76,,11,39,37,3141.76,,11,39,45,3141.76,,11,39,40,3141.76,,11,39,38,3141.76,,11,39,41,3141.76,,11,39,6,3141.76,,11,39,19,3141.76,
21:29:24 11/13/21,30,30,30,30,30,30,30,30,,,11,39,39,3141.76,,11,39,30,3141.76,,11,39,42,3141.76,,11,39,31,3141.76,,11,39,44,3141.76,,11,39,25,3141.76,,11,39,35,3141.76,,11,39,41,3141.76,
21:29:34 11/13/21,31,31,31,31,31,31,31,31,,,11,39,54,3141.76,,11,39,28,3141.76,,11,39,59,3141.76,,11,39,43,3141.76,,11,39,39,3141.76,,11,39,45,3141.76,,11,39,17,3141.76,,11,39,39,3141.76,
21:29:44 11/13/21,31,31,31,31,31,31,31,31,,,11,39,43,3141.76,,11,39,40,3141.76,,11,39,51,3141.76,,11,39,43,3141.76,,11,39,52,3141.76,,11,39,44,3141.76,,11,39,27,3141.76,,11,39,22,3141.76,
21:29:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,58,3141.76,,11,39,39,3141.76,,11,39,39,3141.76,,11,39,37,3141.76,,11,39,45,3141.76,,11,39,39,3141.76,,11,39,15,3141.76,,11,39,6,3141.76,
21:30:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,58,3141.76,,11,39,46,3141.76,,11,39,52,3141.76,,11,39,55,3141.76,,11,39,59,3141.76,,11,39,34,3141.76,,11,39,10,3141.76,,11,39,10,3141.76,
21:30:14 11/13/21,31,31,31,31,31,31,31,31,,,11,39,34,3141.76,,11,39,36,3141.76,,11,39,36,3141.76,,11,39,28,3141.76,,11,39,36,3141.76,,11,39,36,3141.76,,11,39,34,3141.76,,11,39,38,3141.76,
21:30:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,36,3141.76,,11,39,42,3141.76,,11,39,42,3141.76,,11,39,45,3141.76,,11,39,37,3141.76,,11,39,44,3141.76,,11,39,6,3141.76,,11,39,9,3141.76,
21:30:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,38,3141.76,,11,39,46,3141.76,,11,39,50,3141.76,,11,39,31,3141.76,,11,39,42,3141.76,,11,39,34,3141.76,,11,39,22,3141.76,,11,39,29,3141.76,
21:30:44 11/13/21,31,31,31,31,31,31,31,31,,,11,39,53,3141.76,,11,39,38,3141.76,,11,39,52,3141.76,,11,39,44,3141.76,,11,39,55,3141.76,,11,39,37,3141.76,,11,39,7,3141.76,,11,39,12,3141.76,
21:30:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,48,3141.76,,11,39,47,3141.76,,11,39,49,3141.76,,11,39,52,3141.76,,11,39,44,3141.76,,11,39,34,3141.76,,11,39,2,3141.76,,11,39,5,3141.76,
21:31:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,42,3141.76,,11,39,31,3141.76,,11,39,31,3141.76,,11,39,38,3141.76,,11,39,42,3141.76,,11,39,38,3141.76,,11,39,9,3141.76,,11,39,11,3141.76,
21:31:14 11/13/21,31,31,31,31,31,31,31,31,,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,46,3141.76,,11,39,27,3141.76,,11,39,42,3141.76,,11,39,35,3141.76,,11,39,10,3141.76,,11,39,8,3141.76,
21:31:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,44,3141.76,,11,39,33,3141.76,,11,39,34,3141.76,,11,39,42,3141.76,,11,39,40,3141.76,,11,39,33,3141.76,,11,39,27,3141.76,,11,39,33,3141.76,
21:31:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,50,3141.76,,11,39,39,3141.76,,11,39,49,3141.76,,11,39,38,3141.76,,11,39,41,3141.76,,11,39,47,3141.76,,11,39,4,3141.76,,11,39,5,3141.76,
21:31:44 11/13/21,30,30,30,30,30,30,30,30,,,11,39,45,3141.76,,11,39,35,3141.76,,11,39,37,3141.76,,11,39,45,3141.76,,11,39,37,3141.76,,11,39,37,3141.76,,11,39,25,3141.76,,11,39,30,3141.76,
21:31:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,42,3141.76,,11,39,37,3141.76,,11,39,42,3141.76,,11,39,38,3141.76,,11,39,53,3141.76,,11,39,33,3141.76,,11,39,20,3141.76,,11,39,23,3141.76,
21:32:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,53,3141.76,,11,39,49,3141.76,,11,39,48,3141.76,,11,39,51,3141.76,,11,39,42,3141.76,,11,39,41,3141.76,,11,39,16,3141.76,,11,39,27,3141.76,
21:32:14 11/13/21,31,31,31,31,31,31,31,31,,,11,39,49,3141.76,,11,39,39,3141.76,,11,39,54,3141.76,,11,39,37,3141.76,,11,39,45,3141.76,,11,39,35,3141.76,,11,39,11,3141.76,,11,39,18,3141.76,
21:32:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,50,3141.76,,11,39,45,3141.76,,11,39,48,3141.76,,11,39,35,3141.76,,11,39,35,3141.76,,11,39,33,3141.76,,11,39,21,3141.76,,11,39,27,3141.76,
21:32:34 11/13/21,31,31,31,31,31,31,31,31,,,11,39,52,3141.76,,11,39,29,3141.76,,11,39,50,3141.76,,11,39,31,3141.76,,11,39,30,3141.76,,11,39,40,3141.76,,11,39,15,3141.76,,11,39,15,3141.76,
21:32:44 11/13/21,32,32,32,32,32,32,32,32,,,11,39,56,3141.76,,11,39,33,3141.76,,11,39,47,3141.76,,11,39,37,3141.76,,11,39,42,3141.76,,11,39,46,3141.76,,11,39,32,3141.76,,11,39,35,3141.76,
21:32:54 11/13/21,30,30,30,30,30,30,30,30,,,11,39,36,3141.76,,11,39,30,3141.76,,11,39,36,3141.76,,11,39,24,3141.76,,11,39,39,3141.76,,11,39,28,3141.76,,11,39,37,3141.76,,11,39,27,3141.76,
21:33:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,46,3141.76,,11,39,44,3141.76,,11,39,66,3141.76,,11,39,33,3141.76,,11,39,35,3141.76,,11,39,40,3141.76,,11,39,1,3141.76,,11,39,1,3141.76,
21:33:14 11/13/21,31,31,31,31,31,31,31,31,,,11,39,52,3141.76,,11,39,34,3141.76,,11,39,52,3141.76,,11,39,32,3141.76,,11,39,50,3141.76,,11,39,37,3141.76,,11,39,32,3141.76,,11,39,30,3141.76,
21:33:24 11/13/21,30,30,30,30,30,30,30,30,,,11,39,28,3141.76,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,27,3141.76,,11,39,38,3141.76,,11,39,36,3141.76,,11,39,13,3141.76,,11,39,10,3141.76,
21:33:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,40,3141.76,,11,39,20,3141.76,,11,39,36,3141.76,,11,39,25,3141.76,,11,39,39,3141.76,,11,39,28,3141.76,,11,39,14,3141.76,,11,39,31,3141.76,
21:33:44 11/13/21,30,30,30,30,30,30,30,30,,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,56,3141.76,,11,39,36,3141.76,,11,39,28,3141.76,,11,39,28,3141.76,,11,39,18,3141.76,,11,39,15,3141.76,
21:33:54 11/13/21,30,30,30,30,30,30,30,30,,,11,39,40,3141.76,,11,39,31,3141.76,,11,39,31,3141.76,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,41,3141.76,,11,39,23,3141.76,,11,39,21,3141.76,
21:34:04 11/13/21,30,30,30,30,30,30,30,30,,,11,39,45,3141.76,,11,39,28,3141.76,,11,39,28,3141.76,,11,39,36,3141.76,,11,39,32,3141.76,,11,39,30,3141.76,,11,39,17,3141.76,,11,39,15,3141.76,
21:34:14 11/13/21,30,30,30,30,30,30,30,30,,,11,39,44,3141.76,,11,39,41,3141.76,,11,39,40,3141.76,,11,39,44,3141.76,,11,39,29,3141.76,,11,39,36,3141.76,,11,39,33,3141.76,,11,39,27,3141.76,
21:34:24 11/13/21,30,30,30,30,30,30,30,30,,,11,39,50,3141.76,,11,39,25,3141.76,,11,39,33,3141.76,,11,39,22,3141.76,,11,39,49,3141.76,,11,39,31,3141.76,,11,39,28,3141.76,,11,39,17,3141.76,
21:34:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,44,3141.76,,11,39,31,3141.76,,11,39,45,3141.76,,11,39,33,3141.76,,11,39,53,3141.76,,11,39,34,3141.76,,11,39,21,3141.76,,11,39,23,3141.76,
21:34:44 11/13/21,30,30,30,30,30,30,30,30,,,11,39,35,3141.76,,11,39,34,3141.76,,11,39,31,3141.76,,11,39,32,3141.76,,11,39,40,3141.76,,11,39,37,3141.76,,11,39,27,3141.76,,11,39,32,3141.76,
21:34:54 11/13/21,30,30,30,30,30,30,30,30,,,11,39,33,3141.76,,11,39,26,3141.76,,11,39,25,3141.76,,11,39,26,3141.76,,11,39,29,3141.76,,11,39,31,3141.76,,11,39,20,3141.76,,11,39,26,3141.76,
21:35:04 11/13/21,30,30,30,30,30,30,30,30,,,11,39,36,3141.76,,11,39,22,3141.76,,11,39,30,3141.76,,11,39,25,3141.76,,11,39,36,3141.76,,11,39,25,3141.76,,11,39,36,3141.76,,11,39,32,3141.76,
21:35:14 11/13/21,29,29,29,29,29,29,29,29,,,11,39,35,3141.76,,11,39,25,3141.76,,11,39,33,3141.76,,11,39,28,3141.76,,11,39,53,3141.76,,11,39,19,3141.76,,11,39,15,3141.76,,11,39,11,3141.76,
21:35:24 11/13/21,30,30,30,30,30,30,30,30,,,11,39,40,3141.76,,11,39,51,3141.76,,11,39,51,3141.76,,11,39,33,3141.76,,11,39,46,3141.76,,11,39,32,3141.76,,11,39,19,3141.76,,11,39,17,3141.76,
21:35:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,31,3141.76,,11,39,39,3141.76,,11,39,34,3141.76,,11,39,28,3141.76,,11,39,38,3141.76,,11,39,38,3141.76,,11,39,12,3141.76,,11,39,24,3141.76,
21:35:44 11/13/21,31,31,31,31,31,31,31,31,,,11,39,50,3141.76,,11,39,35,3141.76,,11,39,47,3141.76,,11,39,55,3141.76,,11,39,51,3141.76,,11,39,49,3141.76,,11,39,43,3141.76,,11,39,43,3141.76,
21:35:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,45,3141.76,,11,39,34,3141.76,,11,39,60,3141.76,,11,39,39,3141.76,,11,39,57,3141.76,,11,39,45,3141.76,,11,39,37,3141.76,,11,39,33,3141.76,
21:36:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,47,3141.76,,11,39,39,3141.76,,11,39,37,3141.76,,11,39,29,3141.76,,11,39,33,3141.76,,11,39,35,3141.76,,11,39,19,3141.76,,11,39,14,3141.76,
21:36:14 11/13/21,30,30,30,30,30,30,30,30,,,11,39,41,3141.76,,11,39,22,3141.76,,11,39,39,3141.76,,11,39,28,3141.76,,11,39,33,3141.76,,11,39,37,3141.76,,11,39,25,3141.76,,11,39,33,3141.76,
21:36:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,39,3141.76,,11,39,31,3141.76,,11,39,31,3141.76,,11,39,51,3141.76,,11,39,36,3141.76,,11,39,41,3141.76,,11,39,23,3141.76,,11,39,19,3141.76,
21:36:34 11/13/21,33,33,33,33,33,33,33,33,,,11,39,46,3141.76,,11,39,39,3141.76,,11,39,66,3141.76,,11,39,52,3141.76,,11,39,57,3141.76,,11,39,43,3141.76,,11,39,34,3141.76,,11,39,46,3141.76,
21:36:44 11/13/21,30,30,30,30,30,30,30,30,,,11,39,41,3141.76,,11,39,44,3141.76,,11,39,44,3141.76,,11,39,33,3141.76,,11,39,36,3141.76,,11,39,30,3141.76,,11,39,31,3141.76,,11,39,27,3141.76,
21:36:54 11/13/21,30,30,30,30,30,30,30,30,,,11,39,42,3141.76,,11,39,30,3141.76,,11,39,32,3141.76,,11,39,33,3141.76,,11,39,49,3141.76,,11,39,41,3141.76,,11,39,25,3141.76,,11,39,21,3141.76,
21:37:04 11/13/21,30,30,30,30,30,30,30,30,,,11,39,39,3141.76,,11,39,24,3141.76,,11,39,27,3141.76,,11,39,37,3141.76,,11,39,35,3141.76,,11,39,43,3141.76,,11,39,26,3141.76,,11,39,12,3141.76,
21:37:14 11/13/21,29,29,29,29,29,29,29,29,,,11,39,39,3141.76,,11,39,25,3141.76,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,28,3141.76,,11,39,27,3141.76,,11,39,20,3141.76,,11,39,23,3141.76,
21:37:24 11/13/21,30,30,30,30,30,30,30,30,,,11,39,31,3141.76,,11,39,24,3141.76,,11,39,40,3141.76,,11,39,45,3141.76,,11,39,37,3141.76,,11,39,32,3141.76,,11,39,27,3141.76,,11,39,30,3141.76,
21:37:34 11/13/21,30,30,30,30,30,30,30,30,,,11,39,45,3141.76,,11,39,36,3141.76,,11,39,49,3141.76,,11,39,37,3141.76,,11,39,29,3141.76,,11,39,46,3141.76,,11,39,23,3141.76,,11,39,18,3141.76,
21:37:44 11/13/21,30,30,30,30,30,30,30,30,,,11,39,40,3141.76,,11,39,30,3141.76,,11,39,41,3141.76,,11,39,27,3141.76,,11,39,35,3141.76,,11,39,22,3141.76,,11,39,35,3141.76,,11,39,43,3141.76,
21:37:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,58,3141.76,,11,39,37,3141.76,,11,39,55,3141.76,,11,39,45,3141.76,,11,39,47,3141.76,,11,39,42,3141.76,,11,39,56,3141.76,,11,39,57,3141.76,
21:38:04 11/13/21,32,32,32,32,32,32,32,32,,,11,39,51,3141.76,,11,39,43,3141.76,,11,39,47,3141.76,,11,39,28,3141.76,,11,39,55,3141.76,,11,39,44,3141.76,,11,39,44,3141.76,,11,39,48,3141.76,
21:38:14 11/13/21,32,32,32,32,32,32,32,32,,,11,39,50,3141.76,,11,39,52,3141.76,,11,39,44,3141.76,,11,39,49,3141.76,,11,39,30,3141.76,,11,39,35,3141.76,,11,39,38,3141.76,,11,39,33,3141.76,
21:38:24 11/13/21,32,32,32,32,32,32,32,32,,,11,39,43,3141.76,,11,39,34,3141.76,,11,39,51,3141.76,,11,39,30,3141.76,,11,39,53,3141.76,,11,39,48,3141.76,,11,39,42,3141.76,,11,39,43,3141.76,
21:38:34 11/13/21,32,32,32,32,32,32,32,32,,,11,39,45,3141.76,,11,39,38,3141.76,,11,39,40,3141.76,,11,39,43,3141.76,,11,39,44,3141.76,,11,39,36,3141.76,,11,39,29,3141.76,,11,39,33,3141.76,
21:38:44 11/13/21,32,32,32,32,32,32,32,32,,,11,39,44,3141.76,,11,39,40,3141.76,,11,39,26,3141.76,,11,39,37,3141.76,,11,39,42,3141.76,,11,39,42,3141.76,,11,39,21,3141.76,,11,39,28,3141.76,
21:38:54 11/13/21,32,32,32,32,32,32,32,32,,,11,39,45,3141.76,,11,39,41,3141.76,,11,39,58,3141.76,,11,39,43,3141.76,,11,39,44,3141.76,,11,39,50,3141.76,,11,39,12,3141.76,,11,39,13,3141.76,
21:39:04 11/13/21,32,32,32,32,32,32,32,32,,,11,39,45,3141.76,,11,39,35,3141.76,,11,39,44,3141.76,,11,39,50,3141.76,,11,39,45,3141.76,,11,39,39,3141.76,,11,39,20,3141.76,,11,39,30,3141.76,
21:39:14 11/13/21,32,32,32,32,32,32,32,32,,,11,39,55,3141.76,,11,39,37,3141.76,,11,39,53,3141.76,,11,39,31,3141.76,,11,39,42,3141.76,,11,39,45,3141.76,,11,39,49,3141.76,,11,39,35,3141.76,
21:39:24 11/13/21,32,32,32,32,32,32,32,32,,,11,39,38,3141.76,,11,39,33,3141.76,,11,39,41,3141.76,,11,39,46,3141.76,,11,39,54,3141.76,,11,39,38,3141.76,,11,39,7,3141.76,,11,39,15,3141.76,
21:39:34 11/13/21,32,32,32,32,32,32,32,32,,,11,39,45,3141.76,,11,39,39,3141.76,,11,39,47,3141.76,,11,39,36,3141.76,,11,39,44,3141.76,,11,39,52,3141.76,,11,39,9,3141.76,,11,39,12,3141.76,
21:39:44 11/13/21,32,32,32,32,32,32,32,32,,,11,39,50,3141.76,,11,39,36,3141.76,,11,39,38,3141.76,,11,39,36,3141.76,,11,39,52,3141.76,,11,39,44,3141.76,,11,39,5,3141.76,,11,39,11,3141.76,
21:39:54 11/13/21,32,32,32,32,32,32,32,32,,,11,39,56,3141.76,,11,39,44,3141.76,,11,39,44,3141.76,,11,39,46,3141.76,,11,39,52,3141.76,,11,39,51,3141.76,,11,39,31,3141.76,,11,39,39,3141.76,
21:40:04 11/13/21,32,32,32,32,32,32,32,32,,,11,39,52,3141.76,,11,39,33,3141.76,,11,39,28,3141.76,,11,39,28,3141.76,,11,39,42,3141.76,,11,39,28,3141.76,,11,39,46,3141.76,,11,39,19,3141.76,
21:40:14 11/13/21,32,32,32,32,32,32,32,32,,,11,39,49,3141.76,,11,39,24,3141.76,,11,39,52,3141.76,,11,39,38,3141.76,,11,39,51,3141.76,,11,39,35,3141.76,,11,39,31,3141.76,,11,39,37,3141.76,
21:40:24 11/13/21,32,32,32,32,32,32,32,32,,,11,39,47,3141.76,,11,39,51,3141.76,,11,39,43,3141.76,,11,39,39,3141.76,,11,39,50,3141.76,,11,39,43,3141.76,,11,39,2,3141.76,,11,39,7,3141.76,
21:40:34 11/13/21,31,31,31,31,31,31,31,31,,,11,39,36,3141.76,,11,39,37,3141.76,,11,39,47,3141.76,,11,39,40,3141.76,,11,39,45,3141.76,,11,39,45,3141.76,,11,39,14,3141.76,,11,39,17,3141.76,
21:40:44 11/13/21,31,31,31,31,31,31,31,31,,,11,39,52,3141.76,,11,39,41,3141.76,,11,39,48,3141.76,,11,39,50,3141.76,,11,39,44,3141.76,,11,39,50,3141.76,,11,39,3,3141.76,,11,39,9,3141.76,
21:40:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,50,3141.76,,11,39,53,3141.76,,11,39,44,3141.76,,11,39,28,3141.76,,11,39,42,3141.76,,11,39,37,3141.76,,11,39,9,3141.76,,11,39,14,3141.76,
21:41:04 11/13/21,31,31,31,31,31,31,31,31,,,11,39,36,3141.76,,11,39,39,3141.76,,11,39,39,3141.76,,11,39,37,3141.76,,11,39,40,3141.76,,11,39,33,3141.76,,11,39,45,3141.76,,11,39,31,3141.76,
21:41:14 11/13/21,32,32,32,32,32,32,32,32,,,11,39,43,3141.76,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,41,3141.76,,11,39,37,3141.76,,11,39,36,3141.76,,11,39,34,3141.76,,11,39,30,3141.76,
21:41:24 11/13/21,32,32,32,32,32,32,32,32,,,11,39,34,3141.76,,11,39,40,3141.76,,11,39,31,3141.76,,11,39,50,3141.76,,11,39,47,3141.76,,11,39,41,3141.76,,11,39,31,3141.76,,11,39,28,3141.76,
21:41:34 11/13/21,31,31,31,31,31,31,31,31,,,11,39,44,3141.76,,11,39,41,3141.76,,11,39,52,3141.76,,11,39,36,3141.76,,11,39,44,3141.76,,11,39,47,3141.76,,11,39,22,3141.76,,11,39,15,3141.76,
21:41:44 11/13/21,33,33,33,33,33,33,33,33,,,11,39,47,3141.76,,11,39,42,3141.76,,11,39,61,3141.76,,11,39,38,3141.76,,11,39,50,3141.76,,11,39,52,3141.76,,11,39,42,3141.76,,11,39,50,3141.76,
21:41:54 11/13/21,32,32,32,32,32,32,32,32,,,11,39,46,3141.76,,11,39,39,3141.76,,11,39,44,3141.76,,11,39,47,3141.76,,11,39,36,3141.76,,11,39,41,3141.76,,11,39,39,3141.76,,11,39,33,3141.76,
21:42:04 11/13/21,32,32,32,32,32,32,32,32,,,11,39,32,3141.76,,11,39,31,3141.76,,11,39,44,3141.76,,11,39,34,3141.76,,11,39,36,3141.76,,11,39,41,3141.76,,11,39,30,3141.76,,11,39,36,3141.76,
21:42:14 11/13/21,32,32,32,32,32,32,32,32,,,11,39,34,3141.76,,11,39,37,3141.76,,11,39,40,3141.76,,11,39,37,3141.76,,11,39,38,3141.76,,11,39,30,3141.76,,11,39,40,3141.76,,11,39,33,3141.76,
21:42:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,52,3141.76,,11,39,25,3141.76,,11,39,32,3141.76,,11,39,39,3141.76,,11,39,41,3141.76,,11,39,38,3141.76,,11,39,25,3141.76,,11,39,25,3141.76,
21:42:34 11/13/21,31,31,31,31,31,31,31,31,,,11,39,41,3141.76,,11,39,23,3141.76,,11,39,37,3141.76,,11,39,18,3141.76,,11,39,45,3141.76,,11,39,37,3141.76,,11,39,37,3141.76,,11,39,31,3141.76,
21:42:44 11/13/21,31,31,31,31,31,31,31,31,,,11,39,39,3141.76,,11,39,32,3141.76,,11,39,30,3141.76,,11,39,29,3141.76,,11,39,46,3141.76,,11,39,54,3141.76,,11,39,26,3141.76,,11,39,17,3141.76,
21:42:54 11/13/21,31,31,31,31,31,31,31,31,,,11,39,37,3141.76,,11,39,44,3141.76,,11,39,51,3141.76,,11,39,43,3141.76,,11,39,36,3141.76,,11,39,37,3141.76,,11,39,8,3141.76,,11,39,12,3141.76,
21:43:04 11/13/21,34,34,34,34,34,34,34,34,,,11,39,75,3141.76,,11,39,59,3141.76,,11,39,68,3141.76,,11,39,63,3141.76,,11,39,65,3141.76,,11,39,78,3141.76,,11,39,76,3141.76,,11,39,58,3141.76,
21:43:14 11/13/21,30,30,30,30,30,30,30,30,,,11,39,54,3141.76,,11,39,16,3141.76,,11,39,31,3141.76,,11,39,25,3141.76,,11,39,51,3141.76,,11,39,26,3141.76,,11,39,33,3141.76,,11,39,27,3141.76,
21:43:24 11/13/21,31,31,31,31,31,31,31,31,,,11,39,34,3141.76,,11,39,29,3141.76,,11,39,27,3141.76,,11,39,37,3141.76,,11,39,43,3141.76,,11,39,33,3141.76,,11,39,3,3141.76,,11,39,22,3141.76,
